Address,Address Tag,Type,Token Balance
0x803036ac78752ef599ec75c500ac8b0ac0be67df,PancakeSwap V3,Dex,"4,915,900.49"
0x556b9306565093c855aea9ae92a594704c2cd59e,PancakeSwap V3,Dex,"202,188.38"
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,Paraswap v5: Augustus Swapper,Dex,"25,766.59"
0x13f4ea83d0bd40e75c8222255bc855a974568dd4,PancakeSwap V3,Dex,865.2
0x77f645ee0c6d47380a942b04b8151fd542927391,Wombat Axelar Wrapped USDC Asset (LP-axlUSDC),Dex,601.11
0x2df17455b96dde3618fd6b1c3a9aa06d6ab89347,ParaSwap,Dex,46.48
