Address,Address Tag,Type,Token Balance,Percentage,Date Times,Txhash,Value (USD),From,To,Transfer Type
0xd6153f5af5679a75cc85d8974463545181f48772,-,Eoa,"661,651,268.99",2.58%,2024-04-18 02:35:47,0x342155643c7fea435c88b811895190aea566243bae182d247596a8a9fecfb8a0,799999990.0,0xd6153f5af5679a75cc85d8974463545181f48772,0x4b16c5de96eb2117bbe5fd171e4d203624b014aa,out
0xc81374313ea27548b983df515e385df94613c32c,-,Eoa,"275,747,359.78",1.07%,2024-07-11 17:34:11,0xe5d4e6cff6ad40cfd2a031319ecc54b0bb7b0b8016c040aac95416575624938d,13800000.0,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,0xc81374313ea27548b983df515e385df94613c32c,in
0x51edf02152ebfb338e03e30d65c15fbf06cc9ecc,-,Eoa,"210,000,000.00",0.82%,2024-04-24 19:50:47,0xdb897625209174d449fc9d0f5bff40a1a0e92d6c4778aaaf15bbfa7bc1d32a5a,10000000.0,0x51edf02152ebfb338e03e30d65c15fbf06cc9ecc,0x3c8bc4a130bbe79f1175612fe6202c1e02617208,out
0x15abb66ba754f05cbc0165a64a11cded1543de48,Galaxy Digital,Eoa,"194,737,194.95",0.76%,2024-08-14 14:33:11,0x9c1b6092ebb3e9df660f555a69c2e24debbaa39e6382bb11d7551dcccb4f5485,30000000.0,0x15abb66ba754f05cbc0165a64a11cded1543de48,0xd48573cda0fed7144f2455c5270ffa16be389d04,out
0x7713974908be4bed47172370115e8b1219f4a5f0,-,Eoa,"170,961,318.21",0.66%,2024-01-16 19:42:59,0x08ef1b8a720f20560c4306a22b090ca03e9d2be0e79a7821e07ad6df217328a5,379130.7,0xad1618f3ca51fa2030d3cdd9b16d200fa11de2d3,0x7713974908be4bed47172370115e8b1219f4a5f0,in
0xda9ce944a37d218c3302f6b82a094844c6eceb17,-,Eoa,"154,577,480.00",0.60%,2024-07-25 20:27:11,0x69030583b23446cba3a7ed9ac3f2eecf3bfc53a2a9d9db0a26f548f5bd74b7c9,5422525.0,0xda9ce944a37d218c3302f6b82a094844c6eceb17,0x4f0e43d2765a7def48b7bb30b4e2403e6bd665b5,out
0x6f17cebea98d247afec682aee781d23059236e3a,-,Eoa,"150,930,233.63",0.59%,2024-07-29 16:27:35,0xe896e7cb00d18a93857794de31afa3b42b654d6c06d7bec9c07f6774341a9872,150930233.635,0x6f17cebea98d247afec682aee781d23059236e3a,0x0548f59fee79f8832c299e01dca5c76f034f558e,out
0x000b35d40186a8483527c4ba09ed7e96840ae3f1,-,Eoa,"146,167,148.40",0.57%,2024-07-29 20:07:11,0xdacf95eb6fe102390cac67228293754670bb54ea58656c973fa9fcc11dfdc978,121167148.407218,0x000b35d40186a8483527c4ba09ed7e96840ae3f1,0x8ff89469cfbaf2bcc2c07543d7990f2d65f03ebf,out
0x8b476f1476a43b64a7dd1f9a79097aa1e6f46f03,-,Eoa,"146,167,148.32",0.57%,2024-07-29 20:07:11,0x909c3e21544323ab6fcb66dcf270079d80508892b7c17056c844df22e15436df,121167148.327217,0x8b476f1476a43b64a7dd1f9a79097aa1e6f46f03,0x0e4b844c39cbf8a64ef17334c20055aa3549c1d4,out
0x300db19d62957bc5ca1a9e5b99f111149910f372,-,Eoa,"146,167,148.32",0.57%,2024-07-29 20:07:11,0xf9a918f33cec9ebe4092a8b9c6191c51769028853fbd170a8dfd533f9272003c,121167148.327217,0x300db19d62957bc5ca1a9e5b99f111149910f372,0x46f7d264009bcb36b6d99216ae15cd984a309d59,out
0x5a13933573125aefaaf768f5c2c80debc506fdb0,-,Eoa,"146,167,148.28",0.57%,2024-07-29 20:07:11,0x1dbfe13ccdc92fb5392dd8b085c65df8ff3ca6fb1359f306c47bd8004c31dee3,121167148.287217,0x5a13933573125aefaaf768f5c2c80debc506fdb0,0xc5d8531a43b96a4be5c73728ee0b9761d3a350b4,out
0x74f23594cd408e1f356a51e274f5d587202106a6,-,Eoa,"146,167,119.82",0.57%,2024-07-29 20:07:11,0xcb20e2acb9b1bdc9896f7c002de1cc926cdb9b66a44bded43a45723a3952fc10,121167119.827217,0x74f23594cd408e1f356a51e274f5d587202106a6,0xb40809b6ebaba6ad5dde6d2acf8dda1ec218220c,out
0xac1c52ca5e3113b70615be675bb585973a7838ba,-,Eoa,"146,167,103.16",0.57%,2024-07-29 20:07:11,0x01f7ade8200ad25daf42e9f34ba9821e68805c80dc141cfc0c3aa36a1134ff17,121167103.16046,0xac1c52ca5e3113b70615be675bb585973a7838ba,0x454629f125e60271af23f2593e30d5acf1000dca,out
0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,Jump trading:d621,Eoa,"92,196,361.42",0.36%,2024-08-15 02:50:11,0xeb692154ae31f9ad7a4714617ac25831f49d2f2f6cfd680b13c041419208a021,176440.0,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,in
0xd343e9f123b5e03eb0427b3028d80ac6d10f7df0,-,Eoa,"90,000,100.00",0.35%,2024-08-06 10:02:35,0x1aed5502ebfb21512faf2c2b877aa488b708e54ee674ec48b24ed2b508504860,70000100.0,0xd343e9f123b5e03eb0427b3028d80ac6d10f7df0,0x3f8a8df5ffc35f9ac7cea4b18656663cd1e0eb9d,out
0x13e003a57432062e4eda204f687be80139ad622f,BlackRock:Digital Assets Fund,Eoa,"88,409,530.36",0.34%,2024-08-14 22:58:59,0x8a0374d424c259ff1d09834a929d43e5eeb4f419acea43f5268a1b4390347ff8,9676908.99,0x13e003a57432062e4eda204f687be80139ad622f,0x2826989983e3a66f0622132d019c2ae173eb6a43,out
0x8bd6ef362a29fe872a113d69e0ea3461081120c9,-,Eoa,"87,500,000.00",0.34%,2024-05-14 23:16:23,0x4d1d7e76842c3792261eb99adda82fbc2f32243dcc3e6125be3fc61fbd561c7f,87500000.0,0x8bd6ef362a29fe872a113d69e0ea3461081120c9,0xb54332fa36a62f2944b8254770395efcbdab6b1b,out
0x688344d10928adc4bcf846e6ed5ee0b2cafe4786,-,Eoa,"75,000,229.99",0.29%,2024-08-14 18:20:59,0x8b4d6ae326f4cecf2f5fec5bec66afb8ff66193468b1f218047e44fd76b2a048,25000000.0,0x55fe002aeff02f77364de339a1292923a15844b8,0x688344d10928adc4bcf846e6ed5ee0b2cafe4786,in
0x9f340e1e372b47afaabdaf4ed344f87cc6b42696,-,Eoa,"70,540,793.01",0.27%,2024-07-29 07:12:11,0x9aaff3fdfaa8ce1e97a5ca1588d8d26a220890e8bf3fe3e45d02c0bed62d0396,20540793.010587,0x9f340e1e372b47afaabdaf4ed344f87cc6b42696,0x0c4fef1d89907dd95101d3c9c468acc6c219e465,out
0x1bd5f6b59beb387d188f4a0274606a9fd0af1cad,Coinbase Deposit Address,Eoa,"67,275,800.00",0.26%,2024-05-14 21:09:35,0xe3b90befef44c1455812f1820ad5db9b375ccf81f68b8fc557377fd1e45af24c,67275800.0,0x1bd5f6b59beb387d188f4a0274606a9fd0af1cad,0xcd531ae9efcce479654c4926dec5f6209531ca7b,out
0x5414d89a8bf7e99d732bc52f3e6a3ef461c0c078,-,Eoa,"64,637,250.00",0.25%,2024-05-23 07:08:11,0xf5ae119b110ea8642d286a5d69c2f068fbb220ea10811f61142dc2c9d06daaff,1200000.0,0x5414d89a8bf7e99d732bc52f3e6a3ef461c0c078,0x5f36f94167d1a7dc0e3693f3d1529a226a2f2189,out
0x95b8e28f8a2b24b5683bdc09924e6926d3f5f8d3,Berachain:Series B Fundraise,Eoa,"62,724,247.99",0.24%,2024-08-09 13:34:23,0x61aa0bbef62ac46229627b355c7f006f2a81a2e5d1702482e242c77ac1c05013,100000.0,0x95b8e28f8a2b24b5683bdc09924e6926d3f5f8d3,0x6125d2e1845bbcf2f9ade1e7ede11ff1359bab13,out
0x555d73f2002a457211d690313f942b065ead1fff,-,Eoa,"58,076,623.43",0.22%,2023-12-21 13:24:47,0x2f5fc86fd7562f2916c9de0113f321d1d3c56d1e1c5d4dc6695317dc91360d7a,9356523.43,0x5b460409524f35a48dde4fa9c55d9e0a07907192,0x555d73f2002a457211d690313f942b065ead1fff,in
0x4f1a5a5d258522254933a6da9648c57fe230d17e,Jump trading:d17e,Eoa,"56,398,229.37",0.22%,2024-08-14 22:36:47,0x86885758048c5d351c8e3745b4bc8b6e01748be70d2aebab39ed52d3eee37f52,19599.0,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x4f1a5a5d258522254933a6da9648c57fe230d17e,in
0xd8a3c2901b736170b70088a0df9aa914317d43c6,-,Eoa,"51,350,100.00",0.20%,2024-07-12 10:35:47,0x7526cb36c826d70f1fc7c3c9f59c5feee86491c298cafb207b706e3a8a400b5c,1050000.0,0xd8a3c2901b736170b70088a0df9aa914317d43c6,0xabba936b9f2b47fc7a53894def00e903d6672c3c,out
0xf4cd0bedcc371900e179e16905946071a25784f0,-,Eoa,"51,239,509.79",0.20%,2024-07-12 16:05:11,0x16d73a2c52ec7bf3127b4719c84e6275f6c7288c90e33c76b77ac93b07697211,13800000.0,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,0xf4cd0bedcc371900e179e16905946071a25784f0,in
0xacdaf67f4ad44019bac4f4d1390cbc9eeea2cec6,-,Eoa,"48,000,000.00",0.18%,2024-07-29 18:41:11,0xfce8344aa66cc8a2cfd5a715b3b8334139d50a11e51d361df3645f427b12c41a,48000000.0,0xacdaf67f4ad44019bac4f4d1390cbc9eeea2cec6,0xcd531ae9efcce479654c4926dec5f6209531ca7b,out
0x6b92bf04bd68cd5c89bdb7fd642ad73f3b47b670,-,Eoa,"48,000,000.00",0.18%,2024-08-01 20:12:11,0x6ed02593aff0b1ae9358fd53432907912a2bc0bcb0a2257dce322cef1a4f7ab5,48000000.0,0x6b92bf04bd68cd5c89bdb7fd642ad73f3b47b670,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,out
0x3f451a8a48a82234df85140cd6cbdccbea241d95,-,Eoa,"48,000,000.00",0.18%,2024-08-01 04:31:47,0x3b26f73d33f5ac641ada395357455fa66cf6a309329796755c68b2c0dd7cfee2,48000000.0,0x3f451a8a48a82234df85140cd6cbdccbea241d95,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,out
0x7fef96eaec2c7b932af98debdd383a6d32fffe9c,-,Eoa,"48,000,000.00",0.18%,2024-08-01 18:24:35,0xdab68b144c56d838a2eb8426de002ccebca236de79ffbd87bb3b91fe6892cba7,48000000.0,0x7fef96eaec2c7b932af98debdd383a6d32fffe9c,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,out
0x1b8b354d783aae8a0469e916f9fb7842e57e3d6c,-,Eoa,"48,000,000.00",0.18%,2024-08-01 13:33:59,0xf834c8840ca28669a0166a06844c6d98dd9e93c9bbd68ad215e8e3f25f300b91,48000000.0,0x1b8b354d783aae8a0469e916f9fb7842e57e3d6c,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,out
